Encoded,mRd,vRd,mRd_plus,mRd_minus,vRd_plus,vRd_minus,C,Length,product_name,Thickness,Type,M-type,V-type,REI-type,CV-type,X-type,Height,Type Number
T-K-M7-V1-REI120-CV50-X80-H220-6.2_220mm,"-47,9","92,7",0.0,47.9,92.7,0.0,C25/30,L1000,T-K-M7-V1-REI120-CV50-X80-H220-L1000-6.2_220mm,T,K,M7,V1,REI120,CV50,X80,H220,6.2_220mm
T-K-M7-V2-REI120-CV50-X80-H220-6.2_220mm,"-47,9","123,6",0.0,47.9,123.6,0.0,C25/30,L1000,T-K-M7-V2-REI120-CV50-X80-H220-L1000-6.2_220mm,T,K,M7,V2,REI120,CV50,X80,H220,6.2_220mm
T-K-M7-VV1-REI120-CV50-X80-H220-6.2_220mm,"-47,9","108,2",0.0,47.9,108.2,0.0,C25/30,L1000,T-K-M7-VV1-REI120-CV50-X80-H220-L1000-6.2_220mm,T,K,M7,VV1,REI120,CV50,X80,H220,6.2_220mm
T-K-M7-VV1-REI120-CV50-X80-H220-6.2_220mm,"-47,9","-61,8",0.0,47.9,0.0,61.8,C25/30,L1000,T-K-M7-VV1-REI120-CV50-X80-H220-L1000-6.2_220mm,T,K,M7,VV1,REI120,CV50,X80,H220,6.2_220mm
T-K-M8-V1-REI120-CV50-X80-H220-6.2_220mm,"-52,2","108,2",0.0,52.2,108.2,0.0,C25/30,L1000,T-K-M8-V1-REI120-CV50-X80-H220-L1000-6.2_220mm,T,K,M8,V1,REI120,CV50,X80,H220,6.2_220mm
T-K-M8-V2-REI120-CV50-X80-H220-6.2_220mm,"-52,2","123,6",0.0,52.2,123.6,0.0,C25/30,L1000,T-K-M8-V2-REI120-CV50-X80-H220-L1000-6.2_220mm,T,K,M8,V2,REI120,CV50,X80,H220,6.2_220mm
T-K-M8-VV1-REI120-CV50-X80-H220-6.2_220mm,"-52,2","108,2",0.0,52.2,108.2,0.0,C25/30,L1000,T-K-M8-VV1-REI120-CV50-X80-H220-L1000-6.2_220mm,T,K,M8,VV1,REI120,CV50,X80,H220,6.2_220mm
T-K-M8-VV1-REI120-CV50-X80-H220-6.2_220mm,"-52,2","-61,8",0.0,52.2,0.0,61.8,C25/30,L1000,T-K-M8-VV1-REI120-CV50-X80-H220-L1000-6.2_220mm,T,K,M8,VV1,REI120,CV50,X80,H220,6.2_220mm
T-K-M5-V1-REI120-CV35-X80-H210-6.2_220mm,"-37,4","43,5",0.0,37.4,43.5,0.0,C25/30,L1000,T-K-M5-V1-REI120-CV35-X80-H210-L1000-6.2_220mm,T,K,M5,V1,REI120,CV35,X80,H210,6.2_220mm
T-K-M5-V2-REI120-CV35-X80-H210-6.2_220mm,"-37,4","77,3",0.0,37.4,77.3,0.0,C25/30,L1000,T-K-M5-V2-REI120-CV35-X80-H210-L1000-6.2_220mm,T,K,M5,V2,REI120,CV35,X80,H210,6.2_220mm
T-K-M5-V3-REI120-CV35-X80-H210-6.2_220mm,"-37,4","123,6",0.0,37.4,123.6,0.0,C25/30,L1000,T-K-M5-V3-REI120-CV35-X80-H210-L1000-6.2_220mm,T,K,M5,V3,REI120,CV35,X80,H210,6.2_220mm
T-K-M5-VV1-REI120-CV35-X80-H210-6.2_220mm,"-37,4","±61,8",0.0,37.4,61.8,61.8,C25/30,L1000,T-K-M5-VV1-REI120-CV35-X80-H210-L1000-6.2_220mm,T,K,M5,VV1,REI120,CV35,X80,H210,6.2_220mm
T-K-M6-V1-REI120-CV35-X80-H210-6.2_220mm,"-42,7","43,5",0.0,42.7,43.5,0.0,C25/30,L1000,T-K-M6-V1-REI120-CV35-X80-H210-L1000-6.2_220mm,T,K,M6,V1,REI120,CV35,X80,H210,6.2_220mm
T-K-M6-V2-REI120-CV35-X80-H210-6.2_220mm,"-42,7","77,3",0.0,42.7,77.3,0.0,C25/30,L1000,T-K-M6-V2-REI120-CV35-X80-H210-L1000-6.2_220mm,T,K,M6,V2,REI120,CV35,X80,H210,6.2_220mm
T-K-M6-V3-REI120-CV35-X80-H210-6.2_220mm,"-42,7","123,6",0.0,42.7,123.6,0.0,C25/30,L1000,T-K-M6-V3-REI120-CV35-X80-H210-L1000-6.2_220mm,T,K,M6,V3,REI120,CV35,X80,H210,6.2_220mm
T-K-M6-VV1-REI120-CV35-X80-H210-6.2_220mm,"-42,7","±61,8",0.0,42.7,61.8,61.8,C25/30,L1000,T-K-M6-VV1-REI120-CV35-X80-H210-L1000-6.2_220mm,T,K,M6,VV1,REI120,CV35,X80,H210,6.2_220mm
T-K-M7-V1-REI120-CV35-X80-H210-6.2_220mm,"-49,8","92,7",0.0,49.8,92.7,0.0,C25/30,L1000,T-K-M7-V1-REI120-CV35-X80-H210-L1000-6.2_220mm,T,K,M7,V1,REI120,CV35,X80,H210,6.2_220mm
T-K-M7-V2-REI120-CV35-X80-H210-6.2_220mm,"-49,8","123,6",0.0,49.8,123.6,0.0,C25/30,L1000,T-K-M7-V2-REI120-CV35-X80-H210-L1000-6.2_220mm,T,K,M7,V2,REI120,CV35,X80,H210,6.2_220mm
T-K-M7-VV1-REI120-CV35-X80-H210-6.2_220mm,"-49,8","108,2",0.0,49.8,108.2,0.0,C25/30,L1000,T-K-M7-VV1-REI120-CV35-X80-H210-L1000-6.2_220mm,T,K,M7,VV1,REI120,CV35,X80,H210,6.2_220mm
T-K-M7-VV1-REI120-CV35-X80-H210-6.2_220mm,"-49,8","-61,8",0.0,49.8,0.0,61.8,C25/30,L1000,T-K-M7-VV1-REI120-CV35-X80-H210-L1000-6.2_220mm,T,K,M7,VV1,REI120,CV35,X80,H210,6.2_220mm
T-K-M8-V1-REI120-CV35-X80-H210-6.2_220mm,"-54,3","108,2",0.0,54.3,108.2,0.0,C25/30,L1000,T-K-M8-V1-REI120-CV35-X80-H210-L1000-6.2_220mm,T,K,M8,V1,REI120,CV35,X80,H210,6.2_220mm
T-K-M8-V2-REI120-CV35-X80-H210-6.2_220mm,"-54,3","123,6",0.0,54.3,123.6,0.0,C25/30,L1000,T-K-M8-V2-REI120-CV35-X80-H210-L1000-6.2_220mm,T,K,M8,V2,REI120,CV35,X80,H210,6.2_220mm
T-K-M8-VV1-REI120-CV35-X80-H210-6.2_220mm,"-54,3","108,2",0.0,54.3,108.2,0.0,C25/30,L1000,T-K-M8-VV1-REI120-CV35-X80-H210-L1000-6.2_220mm,T,K,M8,VV1,REI120,CV35,X80,H210,6.2_220mm
T-K-M8-VV1-REI120-CV35-X80-H210-6.2_220mm,"-54,3","-61,8",0.0,54.3,0.0,61.8,C25/30,L1000,T-K-M8-VV1-REI120-CV35-X80-H210-L1000-6.2_220mm,T,K,M8,VV1,REI120,CV35,X80,H210,6.2_220mm
T-K-M5-V1-REI120-CV30-X80-H210-6.2_220mm,"-38,8","43,5",0.0,38.8,43.5,0.0,C25/30,L1000,T-K-M5-V1-REI120-CV30-X80-H210-L1000-6.2_220mm,T,K,M5,V1,REI120,CV30,X80,H210,6.2_220mm
T-K-M5-V2-REI120-CV30-X80-H210-6.2_220mm,"-38,8","77,3",0.0,38.8,77.3,0.0,C25/30,L1000,T-K-M5-V2-REI120-CV30-X80-H210-L1000-6.2_220mm,T,K,M5,V2,REI120,CV30,X80,H210,6.2_220mm
T-K-M5-V3-REI120-CV30-X80-H210-6.2_220mm,"-38,8","123,6",0.0,38.8,123.6,0.0,C25/30,L1000,T-K-M5-V3-REI120-CV30-X80-H210-L1000-6.2_220mm,T,K,M5,V3,REI120,CV30,X80,H210,6.2_220mm
T-K-M5-VV1-REI120-CV30-X80-H210-6.2_220mm,"-38,8","±61,8",0.0,38.8,61.8,61.8,C25/30,L1000,T-K-M5-VV1-REI120-CV30-X80-H210-L1000-6.2_220mm,T,K,M5,VV1,REI120,CV30,X80,H210,6.2_220mm
T-K-M6-V1-REI120-CV30-X80-H210-6.2_220mm,"-44,3","43,5",0.0,44.3,43.5,0.0,C25/30,L1000,T-K-M6-V1-REI120-CV30-X80-H210-L1000-6.2_220mm,T,K,M6,V1,REI120,CV30,X80,H210,6.2_220mm
T-K-M6-V2-REI120-CV30-X80-H210-6.2_220mm,"-44,3","77,3",0.0,44.3,77.3,0.0,C25/30,L1000,T-K-M6-V2-REI120-CV30-X80-H210-L1000-6.2_220mm,T,K,M6,V2,REI120,CV30,X80,H210,6.2_220mm
T-K-M6-V3-REI120-CV30-X80-H210-6.2_220mm,"-44,3","123,6",0.0,44.3,123.6,0.0,C25/30,L1000,T-K-M6-V3-REI120-CV30-X80-H210-L1000-6.2_220mm,T,K,M6,V3,REI120,CV30,X80,H210,6.2_220mm
T-K-M6-VV1-REI120-CV30-X80-H210-6.2_220mm,"-44,3","±61,8",0.0,44.3,61.8,61.8,C25/30,L1000,T-K-M6-VV1-REI120-CV30-X80-H210-L1000-6.2_220mm,T,K,M6,VV1,REI120,CV30,X80,H210,6.2_220mm
T-K-M7-V1-REI120-CV30-X80-H210-6.2_220mm,"-51,7","92,7",0.0,51.7,92.7,0.0,C25/30,L1000,T-K-M7-V1-REI120-CV30-X80-H210-L1000-6.2_220mm,T,K,M7,V1,REI120,CV30,X80,H210,6.2_220mm
T-K-M7-V2-REI120-CV30-X80-H210-6.2_220mm,"-51,7","123,6",0.0,51.7,123.6,0.0,C25/30,L1000,T-K-M7-V2-REI120-CV30-X80-H210-L1000-6.2_220mm,T,K,M7,V2,REI120,CV30,X80,H210,6.2_220mm
T-K-M7-VV1-REI120-CV30-X80-H210-6.2_220mm,"-51,7","108,2",0.0,51.7,108.2,0.0,C25/30,L1000,T-K-M7-VV1-REI120-CV30-X80-H210-L1000-6.2_220mm,T,K,M7,VV1,REI120,CV30,X80,H210,6.2_220mm
T-K-M7-VV1-REI120-CV30-X80-H210-6.2_220mm,"-51,7","-61,8",0.0,51.7,0.0,61.8,C25/30,L1000,T-K-M7-VV1-REI120-CV30-X80-H210-L1000-6.2_220mm,T,K,M7,VV1,REI120,CV30,X80,H210,6.2_220mm
T-K-M8-V1-REI120-CV30-X80-H210-6.2_220mm,"-56,4","108,2",0.0,56.4,108.2,0.0,C25/30,L1000,T-K-M8-V1-REI120-CV30-X80-H210-L1000-6.2_220mm,T,K,M8,V1,REI120,CV30,X80,H210,6.2_220mm
T-K-M8-V2-REI120-CV30-X80-H210-6.2_220mm,"-56,4","123,6",0.0,56.4,123.6,0.0,C25/30,L1000,T-K-M8-V2-REI120-CV30-X80-H210-L1000-6.2_220mm,T,K,M8,V2,REI120,CV30,X80,H210,6.2_220mm
T-K-M8-VV1-REI120-CV30-X80-H210-6.2_220mm,"-56,4","108,2",0.0,56.4,108.2,0.0,C25/30,L1000,T-K-M8-VV1-REI120-CV30-X80-H210-L1000-6.2_220mm,T,K,M8,VV1,REI120,CV30,X80,H210,6.2_220mm
T-K-M8-VV1-REI120-CV30-X80-H210-6.2_220mm,"-56,4","-61,8",0.0,56.4,0.0,61.8,C25/30,L1000,T-K-M8-VV1-REI120-CV30-X80-H210-L1000-6.2_220mm,T,K,M8,VV1,REI120,CV30,X80,H210,6.2_220mm
T-K-M5-V1-REI120-CV50-X80-H230-6.2_220mm,"-38,8","43,5",0.0,38.8,43.5,0.0,C25/30,L1000,T-K-M5-V1-REI120-CV50-X80-H230-L1000-6.2_220mm,T,K,M5,V1,REI120,CV50,X80,H230,6.2_220mm
T-K-M5-V2-REI120-CV50-X80-H230-6.2_220mm,"-38,8","77,3",0.0,38.8,77.3,0.0,C25/30,L1000,T-K-M5-V2-REI120-CV50-X80-H230-L1000-6.2_220mm,T,K,M5,V2,REI120,CV50,X80,H230,6.2_220mm
T-K-M5-V3-REI120-CV50-X80-H230-6.2_220mm,"-38,8","123,6",0.0,38.8,123.6,0.0,C25/30,L1000,T-K-M5-V3-REI120-CV50-X80-H230-L1000-6.2_220mm,T,K,M5,V3,REI120,CV50,X80,H230,6.2_220mm
T-K-M5-VV1-REI120-CV50-X80-H230-6.2_220mm,"-38,8","±61,8",0.0,38.8,61.8,61.8,C25/30,L1000,T-K-M5-VV1-REI120-CV50-X80-H230-L1000-6.2_220mm,T,K,M5,VV1,REI120,CV50,X80,H230,6.2_220mm
T-K-M6-V1-REI120-CV50-X80-H230-6.2_220mm,"-44,3","43,5",0.0,44.3,43.5,0.0,C25/30,L1000,T-K-M6-V1-REI120-CV50-X80-H230-L1000-6.2_220mm,T,K,M6,V1,REI120,CV50,X80,H230,6.2_220mm
T-K-M6-V2-REI120-CV50-X80-H230-6.2_220mm,"-44,3","77,3",0.0,44.3,77.3,0.0,C25/30,L1000,T-K-M6-V2-REI120-CV50-X80-H230-L1000-6.2_220mm,T,K,M6,V2,REI120,CV50,X80,H230,6.2_220mm
T-K-M6-V3-REI120-CV50-X80-H230-6.2_220mm,"-44,3","123,6",0.0,44.3,123.6,0.0,C25/30,L1000,T-K-M6-V3-REI120-CV50-X80-H230-L1000-6.2_220mm,T,K,M6,V3,REI120,CV50,X80,H230,6.2_220mm
T-K-M6-VV1-REI120-CV50-X80-H230-6.2_220mm,"-44,3","±61,8",0.0,44.3,61.8,61.8,C25/30,L1000,T-K-M6-VV1-REI120-CV50-X80-H230-L1000-6.2_220mm,T,K,M6,VV1,REI120,CV50,X80,H230,6.2_220mm
T-K-M7-V1-REI120-CV50-X80-H230-6.2_220mm,"-51,7","92,7",0.0,51.7,92.7,0.0,C25/30,L1000,T-K-M7-V1-REI120-CV50-X80-H230-L1000-6.2_220mm,T,K,M7,V1,REI120,CV50,X80,H230,6.2_220mm
T-K-M7-V2-REI120-CV50-X80-H230-6.2_220mm,"-51,7","123,6",0.0,51.7,123.6,0.0,C25/30,L1000,T-K-M7-V2-REI120-CV50-X80-H230-L1000-6.2_220mm,T,K,M7,V2,REI120,CV50,X80,H230,6.2_220mm
T-K-M7-VV1-REI120-CV50-X80-H230-6.2_220mm,"-51,7","108,2",0.0,51.7,108.2,0.0,C25/30,L1000,T-K-M7-VV1-REI120-CV50-X80-H230-L1000-6.2_220mm,T,K,M7,VV1,REI120,CV50,X80,H230,6.2_220mm
T-K-M7-VV1-REI120-CV50-X80-H230-6.2_220mm,"-51,7","-61,8",0.0,51.7,0.0,61.8,C25/30,L1000,T-K-M7-VV1-REI120-CV50-X80-H230-L1000-6.2_220mm,T,K,M7,VV1,REI120,CV50,X80,H230,6.2_220mm
T-K-M8-V1-REI120-CV50-X80-H230-6.2_220mm,"-56,4","108,2",0.0,56.4,108.2,0.0,C25/30,L1000,T-K-M8-V1-REI120-CV50-X80-H230-L1000-6.2_220mm,T,K,M8,V1,REI120,CV50,X80,H230,6.2_220mm
T-K-M8-V2-REI120-CV50-X80-H230-6.2_220mm,"-56,4","123,6",0.0,56.4,123.6,0.0,C25/30,L1000,T-K-M8-V2-REI120-CV50-X80-H230-L1000-6.2_220mm,T,K,M8,V2,REI120,CV50,X80,H230,6.2_220mm
T-K-M8-VV1-REI120-CV50-X80-H230-6.2_220mm,"-56,4","108,2",0.0,56.4,108.2,0.0,C25/30,L1000,T-K-M8-VV1-REI120-CV50-X80-H230-L1000-6.2_220mm,T,K,M8,VV1,REI120,CV50,X80,H230,6.2_220mm
T-K-M8-VV1-REI120-CV50-X80-H230-6.2_220mm,"-56,4","-61,8",0.0,56.4,0.0,61.8,C25/30,L1000,T-K-M8-VV1-REI120-CV50-X80-H230-L1000-6.2_220mm,T,K,M8,VV1,REI120,CV50,X80,H230,6.2_220mm
T-K-M5-V1-REI120-CV35-X80-H220-6.2_220mm,"-40,2","43,5",0.0,40.2,43.5,0.0,C25/30,L1000,T-K-M5-V1-REI120-CV35-X80-H220-L1000-6.2_220mm,T,K,M5,V1,REI120,CV35,X80,H220,6.2_220mm
T-K-M5-V2-REI120-CV35-X80-H220-6.2_220mm,"-40,2","77,3",0.0,40.2,77.3,0.0,C25/30,L1000,T-K-M5-V2-REI120-CV35-X80-H220-L1000-6.2_220mm,T,K,M5,V2,REI120,CV35,X80,H220,6.2_220mm
T-K-M5-V3-REI120-CV35-X80-H220-6.2_220mm,"-40,2","123,6",0.0,40.2,123.6,0.0,C25/30,L1000,T-K-M5-V3-REI120-CV35-X80-H220-L1000-6.2_220mm,T,K,M5,V3,REI120,CV35,X80,H220,6.2_220mm
T-K-M5-VV1-REI120-CV35-X80-H220-6.2_220mm,"-40,2","±61,8",0.0,40.2,61.8,61.8,C25/30,L1000,T-K-M5-VV1-REI120-CV35-X80-H220-L1000-6.2_220mm,T,K,M5,VV1,REI120,CV35,X80,H220,6.2_220mm
T-K-M6-V1-REI120-CV35-X80-H220-6.2_220mm,"-45,9","43,5",0.0,45.9,43.5,0.0,C25/30,L1000,T-K-M6-V1-REI120-CV35-X80-H220-L1000-6.2_220mm,T,K,M6,V1,REI120,CV35,X80,H220,6.2_220mm
T-K-M6-V2-REI120-CV35-X80-H220-6.2_220mm,"-45,9","77,3",0.0,45.9,77.3,0.0,C25/30,L1000,T-K-M6-V2-REI120-CV35-X80-H220-L1000-6.2_220mm,T,K,M6,V2,REI120,CV35,X80,H220,6.2_220mm
T-K-M6-V3-REI120-CV35-X80-H220-6.2_220mm,"-45,9","123,6",0.0,45.9,123.6,0.0,C25/30,L1000,T-K-M6-V3-REI120-CV35-X80-H220-L1000-6.2_220mm,T,K,M6,V3,REI120,CV35,X80,H220,6.2_220mm
T-K-M6-VV1-REI120-CV35-X80-H220-6.2_220mm,"-45,9","±61,8",0.0,45.9,61.8,61.8,C25/30,L1000,T-K-M6-VV1-REI120-CV35-X80-H220-L1000-6.2_220mm,T,K,M6,VV1,REI120,CV35,X80,H220,6.2_220mm
T-K-M7-V1-REI120-CV35-X80-H220-6.2_220mm,"-53,6","92,7",0.0,53.6,92.7,0.0,C25/30,L1000,T-K-M7-V1-REI120-CV35-X80-H220-L1000-6.2_220mm,T,K,M7,V1,REI120,CV35,X80,H220,6.2_220mm
T-K-M7-V2-REI120-CV35-X80-H220-6.2_220mm,"-53,6","123,6",0.0,53.6,123.6,0.0,C25/30,L1000,T-K-M7-V2-REI120-CV35-X80-H220-L1000-6.2_220mm,T,K,M7,V2,REI120,CV35,X80,H220,6.2_220mm
T-K-M7-VV1-REI120-CV35-X80-H220-6.2_220mm,"-53,6","108,2",0.0,53.6,108.2,0.0,C25/30,L1000,T-K-M7-VV1-REI120-CV35-X80-H220-L1000-6.2_220mm,T,K,M7,VV1,REI120,CV35,X80,H220,6.2_220mm
T-K-M7-VV1-REI120-CV35-X80-H220-6.2_220mm,"-53,6","-61,8",0.0,53.6,0.0,61.8,C25/30,L1000,T-K-M7-VV1-REI120-CV35-X80-H220-L1000-6.2_220mm,T,K,M7,VV1,REI120,CV35,X80,H220,6.2_220mm
T-K-M8-V1-REI120-CV35-X80-H220-6.2_220mm,"-58,4","108,2",0.0,58.4,108.2,0.0,C25/30,L1000,T-K-M8-V1-REI120-CV35-X80-H220-L1000-6.2_220mm,T,K,M8,V1,REI120,CV35,X80,H220,6.2_220mm
T-K-M8-V2-REI120-CV35-X80-H220-6.2_220mm,"-58,4","123,6",0.0,58.4,123.6,0.0,C25/30,L1000,T-K-M8-V2-REI120-CV35-X80-H220-L1000-6.2_220mm,T,K,M8,V2,REI120,CV35,X80,H220,6.2_220mm
T-K-M8-VV1-REI120-CV35-X80-H220-6.2_220mm,"-58,4","108,2",0.0,58.4,108.2,0.0,C25/30,L1000,T-K-M8-VV1-REI120-CV35-X80-H220-L1000-6.2_220mm,T,K,M8,VV1,REI120,CV35,X80,H220,6.2_220mm
T-K-M8-VV1-REI120-CV35-X80-H220-6.2_220mm,"-58,4","-61,8",0.0,58.4,0.0,61.8,C25/30,L1000,T-K-M8-VV1-REI120-CV35-X80-H220-L1000-6.2_220mm,T,K,M8,VV1,REI120,CV35,X80,H220,6.2_220mm
T-K-M5-V1-REI120-CV30-X80-H220-6.2_220mm,"-41,6","43,5",0.0,41.6,43.5,0.0,C25/30,L1000,T-K-M5-V1-REI120-CV30-X80-H220-L1000-6.2_220mm,T,K,M5,V1,REI120,CV30,X80,H220,6.2_220mm
T-K-M5-V2-REI120-CV30-X80-H220-6.2_220mm,"-41,6","77,3",0.0,41.6,77.3,0.0,C25/30,L1000,T-K-M5-V2-REI120-CV30-X80-H220-L1000-6.2_220mm,T,K,M5,V2,REI120,CV30,X80,H220,6.2_220mm
T-K-M5-V3-REI120-CV30-X80-H220-6.2_220mm,"-41,6","123,6",0.0,41.6,123.6,0.0,C25/30,L1000,T-K-M5-V3-REI120-CV30-X80-H220-L1000-6.2_220mm,T,K,M5,V3,REI120,CV30,X80,H220,6.2_220mm
T-K-M5-VV1-REI120-CV30-X80-H220-6.2_220mm,"-41,6","±61,8",0.0,41.6,61.8,61.8,C25/30,L1000,T-K-M5-VV1-REI120-CV30-X80-H220-L1000-6.2_220mm,T,K,M5,VV1,REI120,CV30,X80,H220,6.2_220mm
T-K-M6-V1-REI120-CV30-X80-H220-6.2_220mm,"-47,5","43,5",0.0,47.5,43.5,0.0,C25/30,L1000,T-K-M6-V1-REI120-CV30-X80-H220-L1000-6.2_220mm,T,K,M6,V1,REI120,CV30,X80,H220,6.2_220mm
T-K-M6-V2-REI120-CV30-X80-H220-6.2_220mm,"-47,5","77,3",0.0,47.5,77.3,0.0,C25/30,L1000,T-K-M6-V2-REI120-CV30-X80-H220-L1000-6.2_220mm,T,K,M6,V2,REI120,CV30,X80,H220,6.2_220mm
T-K-M6-V3-REI120-CV30-X80-H220-6.2_220mm,"-47,5","123,6",0.0,47.5,123.6,0.0,C25/30,L1000,T-K-M6-V3-REI120-CV30-X80-H220-L1000-6.2_220mm,T,K,M6,V3,REI120,CV30,X80,H220,6.2_220mm
T-K-M6-VV1-REI120-CV30-X80-H220-6.2_220mm,"-47,5","±61,8",0.0,47.5,61.8,61.8,C25/30,L1000,T-K-M6-VV1-REI120-CV30-X80-H220-L1000-6.2_220mm,T,K,M6,VV1,REI120,CV30,X80,H220,6.2_220mm
T-K-M7-V1-REI120-CV30-X80-H220-6.2_220mm,"-55,5","92,7",0.0,55.5,92.7,0.0,C25/30,L1000,T-K-M7-V1-REI120-CV30-X80-H220-L1000-6.2_220mm,T,K,M7,V1,REI120,CV30,X80,H220,6.2_220mm
T-K-M7-V2-REI120-CV30-X80-H220-6.2_220mm,"-55,5","123,6",0.0,55.5,123.6,0.0,C25/30,L1000,T-K-M7-V2-REI120-CV30-X80-H220-L1000-6.2_220mm,T,K,M7,V2,REI120,CV30,X80,H220,6.2_220mm
T-K-M7-VV1-REI120-CV30-X80-H220-6.2_220mm,"-55,5","108,2",0.0,55.5,108.2,0.0,C25/30,L1000,T-K-M7-VV1-REI120-CV30-X80-H220-L1000-6.2_220mm,T,K,M7,VV1,REI120,CV30,X80,H220,6.2_220mm
T-K-M7-VV1-REI120-CV30-X80-H220-6.2_220mm,"-55,5","-61,8",0.0,55.5,0.0,61.8,C25/30,L1000,T-K-M7-VV1-REI120-CV30-X80-H220-L1000-6.2_220mm,T,K,M7,VV1,REI120,CV30,X80,H220,6.2_220mm
T-K-M8-V1-REI120-CV30-X80-H220-6.2_220mm,"-60,5","108,2",0.0,60.5,108.2,0.0,C25/30,L1000,T-K-M8-V1-REI120-CV30-X80-H220-L1000-6.2_220mm,T,K,M8,V1,REI120,CV30,X80,H220,6.2_220mm
T-K-M8-V2-REI120-CV30-X80-H220-6.2_220mm,"-60,5","123,6",0.0,60.5,123.6,0.0,C25/30,L1000,T-K-M8-V2-REI120-CV30-X80-H220-L1000-6.2_220mm,T,K,M8,V2,REI120,CV30,X80,H220,6.2_220mm
T-K-M8-VV1-REI120-CV30-X80-H220-6.2_220mm,"-60,5","108,2",0.0,60.5,108.2,0.0,C25/30,L1000,T-K-M8-VV1-REI120-CV30-X80-H220-L1000-6.2_220mm,T,K,M8,VV1,REI120,CV30,X80,H220,6.2_220mm
T-K-M8-VV1-REI120-CV30-X80-H220-6.2_220mm,"-60,5","-61,8",0.0,60.5,0.0,61.8,C25/30,L1000,T-K-M8-VV1-REI120-CV30-X80-H220-L1000-6.2_220mm,T,K,M8,VV1,REI120,CV30,X80,H220,6.2_220mm
T-K-M5-V1-REI120-CV50-X80-H240-6.2_220mm,"-41,6","43,5",0.0,41.6,43.5,0.0,C25/30,L1000,T-K-M5-V1-REI120-CV50-X80-H240-L1000-6.2_220mm,T,K,M5,V1,REI120,CV50,X80,H240,6.2_220mm
T-K-M5-V2-REI120-CV50-X80-H240-6.2_220mm,"-41,6","77,3",0.0,41.6,77.3,0.0,C25/30,L1000,T-K-M5-V2-REI120-CV50-X80-H240-L1000-6.2_220mm,T,K,M5,V2,REI120,CV50,X80,H240,6.2_220mm
T-K-M5-V3-REI120-CV50-X80-H240-6.2_220mm,"-41,6","123,6",0.0,41.6,123.6,0.0,C25/30,L1000,T-K-M5-V3-REI120-CV50-X80-H240-L1000-6.2_220mm,T,K,M5,V3,REI120,CV50,X80,H240,6.2_220mm
T-K-M5-VV1-REI120-CV50-X80-H240-6.2_220mm,"-41,6","±61,8",0.0,41.6,61.8,61.8,C25/30,L1000,T-K-M5-VV1-REI120-CV50-X80-H240-L1000-6.2_220mm,T,K,M5,VV1,REI120,CV50,X80,H240,6.2_220mm
T-K-M6-V1-REI120-CV50-X80-H240-6.2_220mm,"-47,5","43,5",0.0,47.5,43.5,0.0,C25/30,L1000,T-K-M6-V1-REI120-CV50-X80-H240-L1000-6.2_220mm,T,K,M6,V1,REI120,CV50,X80,H240,6.2_220mm
T-K-M6-V2-REI120-CV50-X80-H240-6.2_220mm,"-47,5","77,3",0.0,47.5,77.3,0.0,C25/30,L1000,T-K-M6-V2-REI120-CV50-X80-H240-L1000-6.2_220mm,T,K,M6,V2,REI120,CV50,X80,H240,6.2_220mm
T-K-M6-V3-REI120-CV50-X80-H240-6.2_220mm,"-47,5","123,6",0.0,47.5,123.6,0.0,C25/30,L1000,T-K-M6-V3-REI120-CV50-X80-H240-L1000-6.2_220mm,T,K,M6,V3,REI120,CV50,X80,H240,6.2_220mm
T-K-M6-VV1-REI120-CV50-X80-H240-6.2_220mm,"-47,5","±61,8",0.0,47.5,61.8,61.8,C25/30,L1000,T-K-M6-VV1-REI120-CV50-X80-H240-L1000-6.2_220mm,T,K,M6,VV1,REI120,CV50,X80,H240,6.2_220mm
T-K-M7-V1-REI120-CV50-X80-H240-6.2_220mm,"-55,5","92,7",0.0,55.5,92.7,0.0,C25/30,L1000,T-K-M7-V1-REI120-CV50-X80-H240-L1000-6.2_220mm,T,K,M7,V1,REI120,CV50,X80,H240,6.2_220mm
T-K-M7-V2-REI120-CV50-X80-H240-6.2_220mm,"-55,5","123,6",0.0,55.5,123.6,0.0,C25/30,L1000,T-K-M7-V2-REI120-CV50-X80-H240-L1000-6.2_220mm,T,K,M7,V2,REI120,CV50,X80,H240,6.2_220mm
T-K-M7-VV1-REI120-CV50-X80-H240-6.2_220mm,"-55,5","108,2",0.0,55.5,108.2,0.0,C25/30,L1000,T-K-M7-VV1-REI120-CV50-X80-H240-L1000-6.2_220mm,T,K,M7,VV1,REI120,CV50,X80,H240,6.2_220mm
T-K-M7-VV1-REI120-CV50-X80-H240-6.2_220mm,"-55,5","-61,8",0.0,55.5,0.0,61.8,C25/30,L1000,T-K-M7-VV1-REI120-CV50-X80-H240-L1000-6.2_220mm,T,K,M7,VV1,REI120,CV50,X80,H240,6.2_220mm
T-K-M8-V1-REI120-CV50-X80-H240-6.2_220mm,"-60,5","108,2",0.0,60.5,108.2,0.0,C25/30,L1000,T-K-M8-V1-REI120-CV50-X80-H240-L1000-6.2_220mm,T,K,M8,V1,REI120,CV50,X80,H240,6.2_220mm
T-K-M8-V2-REI120-CV50-X80-H240-6.2_220mm,"-60,5","123,6",0.0,60.5,123.6,0.0,C25/30,L1000,T-K-M8-V2-REI120-CV50-X80-H240-L1000-6.2_220mm,T,K,M8,V2,REI120,CV50,X80,H240,6.2_220mm
