Encoded,mRd,vRd,mRd_plus,mRd_minus,vRd_plus,vRd_minus,C,Length,product_name,Thickness,Type,M-type,V-type,REI-type,CV-type,X-type,Height,Type Number
T-D-MM3-VV4-REI120-CV30-X80-H220-6.0,"±22,4","±90,7",22.4,22.4,90.7,90.7,C25/30,L500,T-D-MM3-VV4-REI120-CV30-X80-H220-L500-6.0,T,D,MM3,VV4,REI120,CV30,X80,H220,6.0
T-D-MM3-VV4.2-REI120-CV30-X80-H220-6.0,"±44,8","±181,4",44.8,44.8,181.4,181.4,C25/30,L500,T-D-MM3-VV4.2-REI120-CV30-X80-H220-L500-6.0,T,D,MM3,VV4.2,REI120,CV30,X80,H220,6.0
T-D-MM3-VV5-REI120-CV30-X80-H220-6.0,"±18,8","±139,1",18.8,18.8,139.1,139.1,C25/30,L500,T-D-MM3-VV5-REI120-CV30-X80-H220-L500-6.0,T,D,MM3,VV5,REI120,CV30,X80,H220,6.0
T-D-MM3-VV5.2-REI120-CV30-X80-H220-6.0,"±37,6","±278,2",37.6,37.6,278.2,278.2,C25/30,L500,T-D-MM3-VV5.2-REI120-CV30-X80-H220-L500-6.0,T,D,MM3,VV5.2,REI120,CV30,X80,H220,6.0
T-D-MM3-VV1-REI120-CV35-X80-H230-6.0,"±28,1","±26,1",28.1,28.1,26.1,26.1,C25/30,L500,T-D-MM3-VV1-REI120-CV35-X80-H230-L500-6.0,T,D,MM3,VV1,REI120,CV35,X80,H230,6.0
T-D-MM3-VV1.2-REI120-CV35-X80-H230-6.0,"±56,2","±52,2",56.2,56.2,52.2,52.2,C25/30,L500,T-D-MM3-VV1.2-REI120-CV35-X80-H230-L500-6.0,T,D,MM3,VV1.2,REI120,CV35,X80,H230,6.0
T-D-MM3-VV2-REI120-CV35-X80-H230-6.0,"±26,5","±46,4",26.5,26.5,46.4,46.4,C25/30,L500,T-D-MM3-VV2-REI120-CV35-X80-H230-L500-6.0,T,D,MM3,VV2,REI120,CV35,X80,H230,6.0
T-D-MM3-VV2.2-REI120-CV35-X80-H230-6.0,"±53,0","±92,8",53.0,53.0,92.8,92.8,C25/30,L500,T-D-MM3-VV2.2-REI120-CV35-X80-H230-L500-6.0,T,D,MM3,VV2.2,REI120,CV35,X80,H230,6.0
T-D-MM3-VV3-REI120-CV35-X80-H230-6.0,"±24,9","±68,0",24.9,24.9,68.0,68.0,C25/30,L500,T-D-MM3-VV3-REI120-CV35-X80-H230-L500-6.0,T,D,MM3,VV3,REI120,CV35,X80,H230,6.0
T-D-MM3-VV3.2-REI120-CV35-X80-H230-6.0,"±49,8","±136,0",49.8,49.8,136.0,136.0,C25/30,L500,T-D-MM3-VV3.2-REI120-CV35-X80-H230-L500-6.0,T,D,MM3,VV3.2,REI120,CV35,X80,H230,6.0
T-D-MM3-VV4-REI120-CV35-X80-H230-6.0,"±23,2","±90,7",23.2,23.2,90.7,90.7,C25/30,L500,T-D-MM3-VV4-REI120-CV35-X80-H230-L500-6.0,T,D,MM3,VV4,REI120,CV35,X80,H230,6.0
T-D-MM3-VV4.2-REI120-CV35-X80-H230-6.0,"±46,4","±181,4",46.4,46.4,181.4,181.4,C25/30,L500,T-D-MM3-VV4.2-REI120-CV35-X80-H230-L500-6.0,T,D,MM3,VV4.2,REI120,CV35,X80,H230,6.0
T-D-MM3-VV5-REI120-CV35-X80-H230-6.0,"±19,5","±139,1",19.5,19.5,139.1,139.1,C25/30,L500,T-D-MM3-VV5-REI120-CV35-X80-H230-L500-6.0,T,D,MM3,VV5,REI120,CV35,X80,H230,6.0
T-D-MM3-VV5.2-REI120-CV35-X80-H230-6.0,"±39,0","±278,2",39.0,39.0,278.2,278.2,C25/30,L500,T-D-MM3-VV5.2-REI120-CV35-X80-H230-L500-6.0,T,D,MM3,VV5.2,REI120,CV35,X80,H230,6.0
T-D-MM3-VV1-REI120-CV30-X80-H230-6.0,"±29,0","±26,1",29.0,29.0,26.1,26.1,C25/30,L500,T-D-MM3-VV1-REI120-CV30-X80-H230-L500-6.0,T,D,MM3,VV1,REI120,CV30,X80,H230,6.0
T-D-MM3-VV1.2-REI120-CV30-X80-H230-6.0,"±58,0","±52,2",58.0,58.0,52.2,52.2,C25/30,L500,T-D-MM3-VV1.2-REI120-CV30-X80-H230-L500-6.0,T,D,MM3,VV1.2,REI120,CV30,X80,H230,6.0
T-D-MM3-VV2-REI120-CV30-X80-H230-6.0,"±27,4","±46,4",27.4,27.4,46.4,46.4,C25/30,L500,T-D-MM3-VV2-REI120-CV30-X80-H230-L500-6.0,T,D,MM3,VV2,REI120,CV30,X80,H230,6.0
T-D-MM3-VV2.2-REI120-CV30-X80-H230-6.0,"±54,8","±92,8",54.8,54.8,92.8,92.8,C25/30,L500,T-D-MM3-VV2.2-REI120-CV30-X80-H230-L500-6.0,T,D,MM3,VV2.2,REI120,CV30,X80,H230,6.0
T-D-MM3-VV3-REI120-CV30-X80-H230-6.0,"±25,7","±68,0",25.7,25.7,68.0,68.0,C25/30,L500,T-D-MM3-VV3-REI120-CV30-X80-H230-L500-6.0,T,D,MM3,VV3,REI120,CV30,X80,H230,6.0
T-D-MM3-VV3.2-REI120-CV30-X80-H230-6.0,"±51,4","±136,0",51.4,51.4,136.0,136.0,C25/30,L500,T-D-MM3-VV3.2-REI120-CV30-X80-H230-L500-6.0,T,D,MM3,VV3.2,REI120,CV30,X80,H230,6.0
T-D-MM3-VV4-REI120-CV30-X80-H230-6.0,"±23,9","±90,7",23.9,23.9,90.7,90.7,C25/30,L500,T-D-MM3-VV4-REI120-CV30-X80-H230-L500-6.0,T,D,MM3,VV4,REI120,CV30,X80,H230,6.0
T-D-MM3-VV4.2-REI120-CV30-X80-H230-6.0,"±47,8","±181,4",47.8,47.8,181.4,181.4,C25/30,L500,T-D-MM3-VV4.2-REI120-CV30-X80-H230-L500-6.0,T,D,MM3,VV4.2,REI120,CV30,X80,H230,6.0
T-D-MM3-VV5-REI120-CV30-X80-H230-6.0,"±20,1","±139,1",20.1,20.1,139.1,139.1,C25/30,L500,T-D-MM3-VV5-REI120-CV30-X80-H230-L500-6.0,T,D,MM3,VV5,REI120,CV30,X80,H230,6.0
T-D-MM3-VV5.2-REI120-CV30-X80-H230-6.0,"±40,2","±278,2",40.2,40.2,278.2,278.2,C25/30,L500,T-D-MM3-VV5.2-REI120-CV30-X80-H230-L500-6.0,T,D,MM3,VV5.2,REI120,CV30,X80,H230,6.0
T-D-MM3-VV1-REI120-CV35-X80-H240-6.0,"±29,9","±26,1",29.9,29.9,26.1,26.1,C25/30,L500,T-D-MM3-VV1-REI120-CV35-X80-H240-L500-6.0,T,D,MM3,VV1,REI120,CV35,X80,H240,6.0
T-D-MM3-VV1.2-REI120-CV35-X80-H240-6.0,"±59,8","±52,2",59.8,59.8,52.2,52.2,C25/30,L500,T-D-MM3-VV1.2-REI120-CV35-X80-H240-L500-6.0,T,D,MM3,VV1.2,REI120,CV35,X80,H240,6.0
T-D-MM3-VV2-REI120-CV35-X80-H240-6.0,"±28,3","±46,4",28.3,28.3,46.4,46.4,C25/30,L500,T-D-MM3-VV2-REI120-CV35-X80-H240-L500-6.0,T,D,MM3,VV2,REI120,CV35,X80,H240,6.0
T-D-MM3-VV2.2-REI120-CV35-X80-H240-6.0,"±56,6","±92,8",56.6,56.6,92.8,92.8,C25/30,L500,T-D-MM3-VV2.2-REI120-CV35-X80-H240-L500-6.0,T,D,MM3,VV2.2,REI120,CV35,X80,H240,6.0
T-D-MM3-VV3-REI120-CV35-X80-H240-6.0,"±26,5","±68,0",26.5,26.5,68.0,68.0,C25/30,L500,T-D-MM3-VV3-REI120-CV35-X80-H240-L500-6.0,T,D,MM3,VV3,REI120,CV35,X80,H240,6.0
T-D-MM3-VV3.2-REI120-CV35-X80-H240-6.0,"±53,0","±136,0",53.0,53.0,136.0,136.0,C25/30,L500,T-D-MM3-VV3.2-REI120-CV35-X80-H240-L500-6.0,T,D,MM3,VV3.2,REI120,CV35,X80,H240,6.0
T-D-MM3-VV4-REI120-CV35-X80-H240-6.0,"±24,7","±90,7",24.7,24.7,90.7,90.7,C25/30,L500,T-D-MM3-VV4-REI120-CV35-X80-H240-L500-6.0,T,D,MM3,VV4,REI120,CV35,X80,H240,6.0
T-D-MM3-VV4.2-REI120-CV35-X80-H240-6.0,"±49,4","±181,4",49.4,49.4,181.4,181.4,C25/30,L500,T-D-MM3-VV4.2-REI120-CV35-X80-H240-L500-6.0,T,D,MM3,VV4.2,REI120,CV35,X80,H240,6.0
T-D-MM3-VV5-REI120-CV35-X80-H240-6.0,"±20,7","±139,1",20.7,20.7,139.1,139.1,C25/30,L500,T-D-MM3-VV5-REI120-CV35-X80-H240-L500-6.0,T,D,MM3,VV5,REI120,CV35,X80,H240,6.0
T-D-MM3-VV5.2-REI120-CV35-X80-H240-6.0,"±41,4","±278,2",41.4,41.4,278.2,278.2,C25/30,L500,T-D-MM3-VV5.2-REI120-CV35-X80-H240-L500-6.0,T,D,MM3,VV5.2,REI120,CV35,X80,H240,6.0
T-D-MM3-VV1-REI120-CV30-X80-H240-6.0,"±30,9","±26,1",30.9,30.9,26.1,26.1,C25/30,L500,T-D-MM3-VV1-REI120-CV30-X80-H240-L500-6.0,T,D,MM3,VV1,REI120,CV30,X80,H240,6.0
T-D-MM3-VV1.2-REI120-CV30-X80-H240-6.0,"±61,8","±52,2",61.8,61.8,52.2,52.2,C25/30,L500,T-D-MM3-VV1.2-REI120-CV30-X80-H240-L500-6.0,T,D,MM3,VV1.2,REI120,CV30,X80,H240,6.0
T-D-MM3-VV2-REI120-CV30-X80-H240-6.0,"±29,1","±46,4",29.1,29.1,46.4,46.4,C25/30,L500,T-D-MM3-VV2-REI120-CV30-X80-H240-L500-6.0,T,D,MM3,VV2,REI120,CV30,X80,H240,6.0
T-D-MM3-VV2.2-REI120-CV30-X80-H240-6.0,"±58,2","±92,8",58.2,58.2,92.8,92.8,C25/30,L500,T-D-MM3-VV2.2-REI120-CV30-X80-H240-L500-6.0,T,D,MM3,VV2.2,REI120,CV30,X80,H240,6.0
T-D-MM3-VV3-REI120-CV30-X80-H240-6.0,"±27,3","±68,0",27.3,27.3,68.0,68.0,C25/30,L500,T-D-MM3-VV3-REI120-CV30-X80-H240-L500-6.0,T,D,MM3,VV3,REI120,CV30,X80,H240,6.0
T-D-MM3-VV3.2-REI120-CV30-X80-H240-6.0,"±54,6","±136,0",54.6,54.6,136.0,136.0,C25/30,L500,T-D-MM3-VV3.2-REI120-CV30-X80-H240-L500-6.0,T,D,MM3,VV3.2,REI120,CV30,X80,H240,6.0
T-D-MM3-VV4-REI120-CV30-X80-H240-6.0,"±25,4","±90,7",25.4,25.4,90.7,90.7,C25/30,L500,T-D-MM3-VV4-REI120-CV30-X80-H240-L500-6.0,T,D,MM3,VV4,REI120,CV30,X80,H240,6.0
T-D-MM3-VV4.2-REI120-CV30-X80-H240-6.0,"±50,8","±181,4",50.8,50.8,181.4,181.4,C25/30,L500,T-D-MM3-VV4.2-REI120-CV30-X80-H240-L500-6.0,T,D,MM3,VV4.2,REI120,CV30,X80,H240,6.0
T-D-MM3-VV5-REI120-CV30-X80-H240-6.0,"±21,4","±139,1",21.4,21.4,139.1,139.1,C25/30,L500,T-D-MM3-VV5-REI120-CV30-X80-H240-L500-6.0,T,D,MM3,VV5,REI120,CV30,X80,H240,6.0
T-D-MM3-VV5.2-REI120-CV30-X80-H240-6.0,"±42,8","±278,2",42.8,42.8,278.2,278.2,C25/30,L500,T-D-MM3-VV5.2-REI120-CV30-X80-H240-L500-6.0,T,D,MM3,VV5.2,REI120,CV30,X80,H240,6.0
T-D-MM3-VV1-REI120-CV35-X80-H250-6.0,"±31,8","±26,1",31.8,31.8,26.1,26.1,C25/30,L500,T-D-MM3-VV1-REI120-CV35-X80-H250-L500-6.0,T,D,MM3,VV1,REI120,CV35,X80,H250,6.0
T-D-MM3-VV1.2-REI120-CV35-X80-H250-6.0,"±63,6","±52,2",63.6,63.6,52.2,52.2,C25/30,L500,T-D-MM3-VV1.2-REI120-CV35-X80-H250-L500-6.0,T,D,MM3,VV1.2,REI120,CV35,X80,H250,6.0
T-D-MM3-VV2-REI120-CV35-X80-H250-6.0,"±30,0","±46,4",30.0,30.0,46.4,46.4,C25/30,L500,T-D-MM3-VV2-REI120-CV35-X80-H250-L500-6.0,T,D,MM3,VV2,REI120,CV35,X80,H250,6.0
T-D-MM3-VV2.2-REI120-CV35-X80-H250-6.0,"±60,0","±92,8",60.0,60.0,92.8,92.8,C25/30,L500,T-D-MM3-VV2.2-REI120-CV35-X80-H250-L500-6.0,T,D,MM3,VV2.2,REI120,CV35,X80,H250,6.0
T-D-MM3-VV3-REI120-CV35-X80-H250-6.0,"±28,1","±68,0",28.1,28.1,68.0,68.0,C25/30,L500,T-D-MM3-VV3-REI120-CV35-X80-H250-L500-6.0,T,D,MM3,VV3,REI120,CV35,X80,H250,6.0
T-D-MM3-VV3.2-REI120-CV35-X80-H250-6.0,"±56,2","±136,0",56.2,56.2,136.0,136.0,C25/30,L500,T-D-MM3-VV3.2-REI120-CV35-X80-H250-L500-6.0,T,D,MM3,VV3.2,REI120,CV35,X80,H250,6.0
T-D-MM3-VV4-REI120-CV35-X80-H250-6.0,"±26,2","±90,7",26.2,26.2,90.7,90.7,C25/30,L500,T-D-MM3-VV4-REI120-CV35-X80-H250-L500-6.0,T,D,MM3,VV4,REI120,CV35,X80,H250,6.0
T-D-MM3-VV4.2-REI120-CV35-X80-H250-6.0,"±52,4","±181,4",52.4,52.4,181.4,181.4,C25/30,L500,T-D-MM3-VV4.2-REI120-CV35-X80-H250-L500-6.0,T,D,MM3,VV4.2,REI120,CV35,X80,H250,6.0
T-D-MM3-VV5-REI120-CV35-X80-H250-6.0,"±22,0","±139,1",22.0,22.0,139.1,139.1,C25/30,L500,T-D-MM3-VV5-REI120-CV35-X80-H250-L500-6.0,T,D,MM3,VV5,REI120,CV35,X80,H250,6.0
T-D-MM3-VV5.2-REI120-CV35-X80-H250-6.0,"±44,0","±278,2",44.0,44.0,278.2,278.2,C25/30,L500,T-D-MM3-VV5.2-REI120-CV35-X80-H250-L500-6.0,T,D,MM3,VV5.2,REI120,CV35,X80,H250,6.0
T-D-MM3-VV1-REI120-CV30-X80-H250-6.0,"±32,7","±26,1",32.7,32.7,26.1,26.1,C25/30,L500,T-D-MM3-VV1-REI120-CV30-X80-H250-L500-6.0,T,D,MM3,VV1,REI120,CV30,X80,H250,6.0
T-D-MM3-VV1.2-REI120-CV30-X80-H250-6.0,"±65,4","±52,2",65.4,65.4,52.2,52.2,C25/30,L500,T-D-MM3-VV1.2-REI120-CV30-X80-H250-L500-6.0,T,D,MM3,VV1.2,REI120,CV30,X80,H250,6.0
T-D-MM3-VV2-REI120-CV30-X80-H250-6.0,"±30,9","±46,4",30.9,30.9,46.4,46.4,C25/30,L500,T-D-MM3-VV2-REI120-CV30-X80-H250-L500-6.0,T,D,MM3,VV2,REI120,CV30,X80,H250,6.0
T-D-MM3-VV2.2-REI120-CV30-X80-H250-6.0,"±61,8","±92,8",61.8,61.8,92.8,92.8,C25/30,L500,T-D-MM3-VV2.2-REI120-CV30-X80-H250-L500-6.0,T,D,MM3,VV2.2,REI120,CV30,X80,H250,6.0
T-D-MM3-VV3-REI120-CV30-X80-H250-6.0,"±29,0","±68,0",29.0,29.0,68.0,68.0,C25/30,L500,T-D-MM3-VV3-REI120-CV30-X80-H250-L500-6.0,T,D,MM3,VV3,REI120,CV30,X80,H250,6.0
T-D-MM3-VV3.2-REI120-CV30-X80-H250-6.0,"±58,0","±136,0",58.0,58.0,136.0,136.0,C25/30,L500,T-D-MM3-VV3.2-REI120-CV30-X80-H250-L500-6.0,T,D,MM3,VV3.2,REI120,CV30,X80,H250,6.0
T-D-MM3-VV4-REI120-CV30-X80-H250-6.0,"±26,9","±90,7",26.9,26.9,90.7,90.7,C25/30,L500,T-D-MM3-VV4-REI120-CV30-X80-H250-L500-6.0,T,D,MM3,VV4,REI120,CV30,X80,H250,6.0
T-D-MM3-VV4.2-REI120-CV30-X80-H250-6.0,"±53,8","±181,4",53.8,53.8,181.4,181.4,C25/30,L500,T-D-MM3-VV4.2-REI120-CV30-X80-H250-L500-6.0,T,D,MM3,VV4.2,REI120,CV30,X80,H250,6.0
T-D-MM3-VV5-REI120-CV30-X80-H250-6.0,"±22,6","±139,1",22.6,22.6,139.1,139.1,C25/30,L500,T-D-MM3-VV5-REI120-CV30-X80-H250-L500-6.0,T,D,MM3,VV5,REI120,CV30,X80,H250,6.0
T-D-MM3-VV5.2-REI120-CV30-X80-H250-6.0,"±45,2","±278,2",45.2,45.2,278.2,278.2,C25/30,L500,T-D-MM3-VV5.2-REI120-CV30-X80-H250-L500-6.0,T,D,MM3,VV5.2,REI120,CV30,X80,H250,6.0
T-D-MM4-VV1-REI120-CV35-X80-H160-6.0,"±19,3","±26,1",19.3,19.3,26.1,26.1,C25/30,L500,T-D-MM4-VV1-REI120-CV35-X80-H160-L500-6.0,T,D,MM4,VV1,REI120,CV35,X80,H160,6.0
T-D-MM4-VV1.2-REI120-CV35-X80-H160-6.0,"±38,6","±52,2",38.6,38.6,52.2,52.2,C25/30,L500,T-D-MM4-VV1.2-REI120-CV35-X80-H160-L500-6.0,T,D,MM4,VV1.2,REI120,CV35,X80,H160,6.0
T-D-MM4-VV1-REI120-CV30-X80-H160-6.0,"±20,5","±26,1",20.5,20.5,26.1,26.1,C25/30,L500,T-D-MM4-VV1-REI120-CV30-X80-H160-L500-6.0,T,D,MM4,VV1,REI120,CV30,X80,H160,6.0
T-D-MM4-VV1.2-REI120-CV30-X80-H160-6.0,"±41,0","±52,2",41.0,41.0,52.2,52.2,C25/30,L500,T-D-MM4-VV1.2-REI120-CV30-X80-H160-L500-6.0,T,D,MM4,VV1.2,REI120,CV30,X80,H160,6.0
T-D-MM4-VV1-REI120-CV50-X80-H200-6.0,"±20,5","±26,1",20.5,20.5,26.1,26.1,C25/30,L500,T-D-MM4-VV1-REI120-CV50-X80-H200-L500-6.0,T,D,MM4,VV1,REI120,CV50,X80,H200,6.0
T-D-MM4-VV1.2-REI120-CV50-X80-H200-6.0,"±41,0","±52,2",41.0,41.0,52.2,52.2,C25/30,L500,T-D-MM4-VV1.2-REI120-CV50-X80-H200-L500-6.0,T,D,MM4,VV1.2,REI120,CV50,X80,H200,6.0
T-D-MM4-VV1-REI120-CV35-X80-H170-6.0,"±21,7","±26,1",21.7,21.7,26.1,26.1,C25/30,L500,T-D-MM4-VV1-REI120-CV35-X80-H170-L500-6.0,T,D,MM4,VV1,REI120,CV35,X80,H170,6.0
T-D-MM4-VV1.2-REI120-CV35-X80-H170-6.0,"±43,4","±52,2",43.4,43.4,52.2,52.2,C25/30,L500,T-D-MM4-VV1.2-REI120-CV35-X80-H170-L500-6.0,T,D,MM4,VV1.2,REI120,CV35,X80,H170,6.0
T-D-MM4-VV2-REI120-CV35-X80-H170-6.0,"±20,7","±46,4",20.7,20.7,46.4,46.4,C25/30,L500,T-D-MM4-VV2-REI120-CV35-X80-H170-L500-6.0,T,D,MM4,VV2,REI120,CV35,X80,H170,6.0
T-D-MM4-VV2.2-REI120-CV35-X80-H170-6.0,"±41,4","±92,8",41.4,41.4,92.8,92.8,C25/30,L500,T-D-MM4-VV2.2-REI120-CV35-X80-H170-L500-6.0,T,D,MM4,VV2.2,REI120,CV35,X80,H170,6.0
T-D-MM4-VV1-REI120-CV30-X80-H170-6.0,"±22,8","±26,1",22.8,22.8,26.1,26.1,C25/30,L500,T-D-MM4-VV1-REI120-CV30-X80-H170-L500-6.0,T,D,MM4,VV1,REI120,CV30,X80,H170,6.0
T-D-MM4-VV1.2-REI120-CV30-X80-H170-6.0,"±45,6","±52,2",45.6,45.6,52.2,52.2,C25/30,L500,T-D-MM4-VV1.2-REI120-CV30-X80-H170-L500-6.0,T,D,MM4,VV1.2,REI120,CV30,X80,H170,6.0
T-D-MM4-VV2-REI120-CV30-X80-H170-6.0,"±21,8","±46,4",21.8,21.8,46.4,46.4,C25/30,L500,T-D-MM4-VV2-REI120-CV30-X80-H170-L500-6.0,T,D,MM4,VV2,REI120,CV30,X80,H170,6.0
T-D-MM4-VV2.2-REI120-CV30-X80-H170-6.0,"±43,6","±92,8",43.6,43.6,92.8,92.8,C25/30,L500,T-D-MM4-VV2.2-REI120-CV30-X80-H170-L500-6.0,T,D,MM4,VV2.2,REI120,CV30,X80,H170,6.0
T-D-MM4-VV1-REI120-CV50-X80-H210-6.0,"±22,8","±26,1",22.8,22.8,26.1,26.1,C25/30,L500,T-D-MM4-VV1-REI120-CV50-X80-H210-L500-6.0,T,D,MM4,VV1,REI120,CV50,X80,H210,6.0
T-D-MM4-VV1.2-REI120-CV50-X80-H210-6.0,"±45,6","±52,2",45.6,45.6,52.2,52.2,C25/30,L500,T-D-MM4-VV1.2-REI120-CV50-X80-H210-L500-6.0,T,D,MM4,VV1.2,REI120,CV50,X80,H210,6.0
T-D-MM4-VV2-REI120-CV50-X80-H210-6.0,"±21,8","±46,4",21.8,21.8,46.4,46.4,C25/30,L500,T-D-MM4-VV2-REI120-CV50-X80-H210-L500-6.0,T,D,MM4,VV2,REI120,CV50,X80,H210,6.0
T-D-MM4-VV2.2-REI120-CV50-X80-H210-6.0,"±43,6","±92,8",43.6,43.6,92.8,92.8,C25/30,L500,T-D-MM4-VV2.2-REI120-CV50-X80-H210-L500-6.0,T,D,MM4,VV2.2,REI120,CV50,X80,H210,6.0
T-D-MM4-VV1-REI120-CV35-X80-H180-6.0,"±24,0","±26,1",24.0,24.0,26.1,26.1,C25/30,L500,T-D-MM4-VV1-REI120-CV35-X80-H180-L500-6.0,T,D,MM4,VV1,REI120,CV35,X80,H180,6.0
T-D-MM4-VV1.2-REI120-CV35-X80-H180-6.0,"±48,0","±52,2",48.0,48.0,52.2,52.2,C25/30,L500,T-D-MM4-VV1.2-REI120-CV35-X80-H180-L500-6.0,T,D,MM4,VV1.2,REI120,CV35,X80,H180,6.0
T-D-MM4-VV2-REI120-CV35-X80-H180-6.0,"±22,9","±46,4",22.9,22.9,46.4,46.4,C25/30,L500,T-D-MM4-VV2-REI120-CV35-X80-H180-L500-6.0,T,D,MM4,VV2,REI120,CV35,X80,H180,6.0
T-D-MM4-VV2.2-REI120-CV35-X80-H180-6.0,"±45,8","±92,8",45.8,45.8,92.8,92.8,C25/30,L500,T-D-MM4-VV2.2-REI120-CV35-X80-H180-L500-6.0,T,D,MM4,VV2.2,REI120,CV35,X80,H180,6.0
T-D-MM4-VV3-REI120-CV35-X80-H180-6.0,"±21,8","±68,0",21.8,21.8,68.0,68.0,C25/30,L500,T-D-MM4-VV3-REI120-CV35-X80-H180-L500-6.0,T,D,MM4,VV3,REI120,CV35,X80,H180,6.0
T-D-MM4-VV3.2-REI120-CV35-X80-H180-6.0,"±43,6","±136,0",43.6,43.6,136.0,136.0,C25/30,L500,T-D-MM4-VV3.2-REI120-CV35-X80-H180-L500-6.0,T,D,MM4,VV3.2,REI120,CV35,X80,H180,6.0
T-D-MM4-VV4-REI120-CV35-X80-H180-6.0,"±20,7","±90,7",20.7,20.7,90.7,90.7,C25/30,L500,T-D-MM4-VV4-REI120-CV35-X80-H180-L500-6.0,T,D,MM4,VV4,REI120,CV35,X80,H180,6.0
T-D-MM4-VV4.2-REI120-CV35-X80-H180-6.0,"±41,4","±181,4",41.4,41.4,181.4,181.4,C25/30,L500,T-D-MM4-VV4.2-REI120-CV35-X80-H180-L500-6.0,T,D,MM4,VV4.2,REI120,CV35,X80,H180,6.0
T-D-MM4-VV1-REI120-CV30-X80-H180-6.0,"±25,1","±26,1",25.1,25.1,26.1,26.1,C25/30,L500,T-D-MM4-VV1-REI120-CV30-X80-H180-L500-6.0,T,D,MM4,VV1,REI120,CV30,X80,H180,6.0
T-D-MM4-VV1.2-REI120-CV30-X80-H180-6.0,"±50,2","±52,2",50.2,50.2,52.2,52.2,C25/30,L500,T-D-MM4-VV1.2-REI120-CV30-X80-H180-L500-6.0,T,D,MM4,VV1.2,REI120,CV30,X80,H180,6.0
T-D-MM4-VV2-REI120-CV30-X80-H180-6.0,"±24,0","±46,4",24.0,24.0,46.4,46.4,C25/30,L500,T-D-MM4-VV2-REI120-CV30-X80-H180-L500-6.0,T,D,MM4,VV2,REI120,CV30,X80,H180,6.0
T-D-MM4-VV2.2-REI120-CV30-X80-H180-6.0,"±48,0","±92,8",48.0,48.0,92.8,92.8,C25/30,L500,T-D-MM4-VV2.2-REI120-CV30-X80-H180-L500-6.0,T,D,MM4,VV2.2,REI120,CV30,X80,H180,6.0
T-D-MM4-VV3-REI120-CV30-X80-H180-6.0,"±22,9","±68,0",22.9,22.9,68.0,68.0,C25/30,L500,T-D-MM4-VV3-REI120-CV30-X80-H180-L500-6.0,T,D,MM4,VV3,REI120,CV30,X80,H180,6.0
T-D-MM4-VV3.2-REI120-CV30-X80-H180-6.0,"±45,8","±136,0",45.8,45.8,136.0,136.0,C25/30,L500,T-D-MM4-VV3.2-REI120-CV30-X80-H180-L500-6.0,T,D,MM4,VV3.2,REI120,CV30,X80,H180,6.0
T-D-MM4-VV4-REI120-CV30-X80-H180-6.0,"±21,7","±90,7",21.7,21.7,90.7,90.7,C25/30,L500,T-D-MM4-VV4-REI120-CV30-X80-H180-L500-6.0,T,D,MM4,VV4,REI120,CV30,X80,H180,6.0
T-D-MM4-VV4.2-REI120-CV30-X80-H180-6.0,"±43,4","±181,4",43.4,43.4,181.4,181.4,C25/30,L500,T-D-MM4-VV4.2-REI120-CV30-X80-H180-L500-6.0,T,D,MM4,VV4.2,REI120,CV30,X80,H180,6.0
T-D-MM4-VV1-REI120-CV50-X80-H220-6.0,"±25,1","±26,1",25.1,25.1,26.1,26.1,C25/30,L500,T-D-MM4-VV1-REI120-CV50-X80-H220-L500-6.0,T,D,MM4,VV1,REI120,CV50,X80,H220,6.0
T-D-MM4-VV1.2-REI120-CV50-X80-H220-6.0,"±50,2","±52,2",50.2,50.2,52.2,52.2,C25/30,L500,T-D-MM4-VV1.2-REI120-CV50-X80-H220-L500-6.0,T,D,MM4,VV1.2,REI120,CV50,X80,H220,6.0
T-D-MM4-VV2-REI120-CV50-X80-H220-6.0,"±24,0","±46,4",24.0,24.0,46.4,46.4,C25/30,L500,T-D-MM4-VV2-REI120-CV50-X80-H220-L500-6.0,T,D,MM4,VV2,REI120,CV50,X80,H220,6.0
T-D-MM4-VV2.2-REI120-CV50-X80-H220-6.0,"±48,0","±92,8",48.0,48.0,92.8,92.8,C25/30,L500,T-D-MM4-VV2.2-REI120-CV50-X80-H220-L500-6.0,T,D,MM4,VV2.2,REI120,CV50,X80,H220,6.0
T-D-MM4-VV3-REI120-CV50-X80-H220-6.0,"±22,9","±68,0",22.9,22.9,68.0,68.0,C25/30,L500,T-D-MM4-VV3-REI120-CV50-X80-H220-L500-6.0,T,D,MM4,VV3,REI120,CV50,X80,H220,6.0
T-D-MM4-VV3.2-REI120-CV50-X80-H220-6.0,"±45,8","±136,0",45.8,45.8,136.0,136.0,C25/30,L500,T-D-MM4-VV3.2-REI120-CV50-X80-H220-L500-6.0,T,D,MM4,VV3.2,REI120,CV50,X80,H220,6.0
T-D-MM4-VV4-REI120-CV50-X80-H220-6.0,"±21,7","±90,7",21.7,21.7,90.7,90.7,C25/30,L500,T-D-MM4-VV4-REI120-CV50-X80-H220-L500-6.0,T,D,MM4,VV4,REI120,CV50,X80,H220,6.0
T-D-MM4-VV4.2-REI120-CV50-X80-H220-6.0,"±43,4","±181,4",43.4,43.4,181.4,181.4,C25/30,L500,T-D-MM4-VV4.2-REI120-CV50-X80-H220-L500-6.0,T,D,MM4,VV4.2,REI120,CV50,X80,H220,6.0
